city_municipality_,province_,region_,person_sum,dead_sum,injured_ill_sum,missing_sum,cost_sum,has_food_mean,has_cash_mean,has_hygiene_health_mean,has_sleeping_essentials_mean,has_shelter_support_mean,num_typhoons,region_first,recurrence_rate,cost_per_family
CORDOBA,CEBU,7,70567.0,0.0,0.0,0.0,5356000.0,1.0,0.0,0.0,0.0,0.0,1,7,1.0,356.7099567099567
CORDON,ISABELA,2,7972.0,0.0,0.0,0.0,703910.0,0.3333333333333333,0.0,0.0,0.0,0.0,3,2,0.6,240.07844474761256
CORDON,PALAWAN,4B,3189.0,1.0,0.0,0.0,63292.0,0.5,0.0,0.0,0.0,0.0,2,4B,0.6666666666666666,70.40266963292547
CORELLA,BOHOL,7,9278.0,0.0,0.0,0.0,3021000.0,1.0,0.0,0.0,0.0,0.0,1,7,1.0,1731.2320916905444
CORON,PALAWAN,4B,41958.0,0.0,0.0,0.0,1319304.0,0.25,0.0,0.0,0.0,0.0,4,4B,0.8,143.0294882914137
CORTES,BOHOL,7,18344.0,0.0,0.0,0.0,1060000.0,1.0,0.0,0.0,0.0,0.0,1,7,1.0,201.75104682146934
CORTES,SURIGAO DEL SUR,Caraga,15737.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,Caraga,0.6666666666666666,0.0
COTABATO CITY,COTABATO CITY,Barmm,485835.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,2,Barmm,0.6666666666666666,0.0
CUARTERO,CAPIZ,6,69014.0,0.0,0.0,0.0,6804340.0,0.6,0.6,0.2,0.0,0.0,5,6,1.0,364.7657338908545
CUENCA,BATANGAS,4A,1817.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,4A,1.1666666666666667,0.0
CULABA,BILIRAN,8,6424.0,0.0,1.0,0.0,250000.0,0.16666666666666666,0.0,0.0,0.0,0.0,6,8,1.5,156.3477173233271
CULASI,ANTIQUE,6,113177.0,0.0,0.0,0.0,11128318.0,0.5454545454545454,0.5454545454545454,0.09090909090909091,0.0,0.0,11,6,1.8333333333333333,367.75670852610705
CULION,PALAWAN,4B,8730.0,0.0,0.0,0.0,282708.0,0.16666666666666666,0.0,0.0,0.0,0.0,6,4B,1.0,156.27860696517413
CURRIMAO,ILOCOS NORTE,1,8623.0,0.0,0.0,0.0,120794.34,0.2857142857142857,0.14285714285714285,0.0,0.0,0.0,7,1,1.4,58.837963955187526
CUYAPO,NUEVA ECIJA,3,9187.0,0.0,0.0,0.0,624770.98,0.4,0.0,0.0,0.0,0.0,5,3,1.25,271.05031670281994
CUYO,PALAWAN,4B,4526.0,0.0,0.0,0.0,914959.0,1.0,0.0,0.0,0.0,0.0,2,4B,1.0,632.3144436765722
DAANBANTAYAN,CEBU,7,9003.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,4,7,1.0,0.0
DAET,CAMARINES NORTE,5,137814.0,0.0,4.0,0.0,3724490.1799999997,0.3,0.0,0.0,0.0,0.0,10,5,1.6666666666666667,119.45508771929823
DAGAMI,LEYTE,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,8,1.0,0.0
DAGOHOY,BOHOL,7,21170.0,1.0,13.0,0.0,3527000.0,1.0,0.0,0.0,0.0,0.0,1,7,1.0,625.1329315845445
DAGUIOMAN,ABRA,Car,2360.0,0.0,0.0,0.0,307002.0,0.25,0.0,0.0,0.0,0.0,8,Car,1.6,543.3663716814159
DAGUPAN CITY,DAGUPAN,1,790111.0,0.0,0.0,0.0,51236636.230000004,0.2222222222222222,0.0,0.1111111111111111,0.0,0.0,9,1,1.8,262.4733551050936
DALAGUETE,CEBU,7,45438.0,8.0,2.0,0.0,4945000.0,1.0,0.0,0.0,0.0,0.0,1,7,1.0,333.80585932226273
DANAO,BOHOL,7,21865.0,3.0,0.0,0.0,3554000.0,1.0,0.0,0.0,0.0,0.0,1,7,1.0,635.096497498213
DANAO CITY,CEBU,7,36787.0,0.0,0.0,0.0,12720.0,0.25,0.0,0.0,0.0,0.0,4,7,1.0,1.0415131417342176
DANGLAS,ABRA,Car,14701.0,0.0,4.0,0.0,800906.22,0.5,0.0,0.25,0.0,0.0,4,Car,0.8,159.3843223880597
DAO,CAPIZ,6,97791.0,0.0,0.0,0.0,7529776.82,0.6,0.2,0.2,0.2,0.2,5,6,1.0,269.83611610822436
DAPA,SURIGAO DEL NORTE,Caraga,36144.0,0.0,0.0,0.0,43687420.37,0.0,1.0,0.0,0.0,0.0,1,Caraga,1.0,3086.577672036173
DAPITAN,ZAMBOANGA DEL NORTE,9,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,9,1.0,0.0
DARAGA,ALBAY,5,83701.0,0.0,0.0,0.0,1101015.62,0.2222222222222222,0.0,0.0,0.0,0.1111111111111111,9,5,1.5,46.36440897797617
DARAM,SAMAR,8,305.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,8,1.0,0.0
DASMARIÑAS,CAVITE,4A,8516.0,0.0,0.0,0.0,616210.0,0.0,0.0,0.0,0.0,0.0,5,4A,0.8333333333333334,289.43635509628933
DASOL,PANGASINAN,1,28353.0,0.0,0.0,0.0,2643767.44,0.25,0.0,0.0,0.0,0.0,4,1,1.3333333333333333,311.72826789293714
DATU ABDULLAH SANGKI,MAGUINDANAO,Barmm,42320.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,5,Barmm,1.6666666666666667,0.0
DATU ANGGAL MIDTIMBANG,MAGUINDANAO,Barmm,8595.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,Barmm,1.0,0.0
DATU BLAH SINSUAT,MAGUINDANAO,Barmm,16375.0,8.0,29.0,3.0,0.0,0.2,0.0,0.2,0.0,0.2,5,Barmm,1.25,0.0
DATU HOFFER AMPATUAN,MAGUINDANAO,Barmm,5925.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,3,Barmm,1.0,0.0
DATU MONTAWAL,MAGUINDANAO,Barmm,55135.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,Barmm,1.0,0.0
DATU ODIN SINSUAT,MAGUINDANAO,Barmm,119585.0,41.0,133.0,7.0,0.0,0.25,0.0,0.25,0.25,0.25,4,Barmm,1.0,0.0
DATU PIANG,MAGUINDANAO,Barmm,102350.0,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.0,0.0,4,Barmm,1.3333333333333333,0.0
DATU SALIBO,MAGUINDANAO,Barmm,59510.0,2.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,3,Barmm,1.0,0.0
DATU SAUDI AMPATUAN,MAGUINDANAO,Barmm,70190.0,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.0,0.0,5,Barmm,1.25,0.0
DATU UNSAY,MAGUINDANAO,Barmm,4940.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Barmm,1.0,0.0
DAUIN,NEGROS ORIENTAL,7,1811.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,7,1.0,0.0
DAUIS,BOHOL,7,52492.0,0.0,0.0,0.0,4455000.0,1.0,0.0,0.0,0.0,0.0,1,7,1.0,280.64759984880936
DAVAO CITY,DAVAO CITY,11,1533.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,11,1.25,0.0
DEL CARMEN,SURIGAO DEL NORTE,Caraga,28194.0,0.0,0.0,0.0,23967032.86,0.0,0.3333333333333333,0.0,0.0,0.0,3,Caraga,1.0,2647.9983272566565
DEL GALLEGO,CAMARINES SUR,5,83350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,5,1.8333333333333333,0.0
DELFIN ALBANO,ISABELA,2,4135.0,0.0,0.0,0.0,1846804.0,1.0,0.3333333333333333,0.0,0.0,0.0,3,2,1.0,1437.2015564202334
DIADI,NUEVA VIZCAYA,2,7783.0,0.0,0.0,0.0,773085.6,0.6,0.0,0.0,0.0,0.0,5,2,1.0,369.19083094555873
DIFFUN,QUIRINO,2,77819.0,0.0,1.0,0.0,814702.13,0.6,0.0,0.2,0.0,0.2,5,2,1.0,41.80532276272578
DILASAG,AURORA,3,42913.0,0.0,2.0,0.0,6241618.83,0.3333333333333333,0.0,0.1111111111111111,0.1111111111111111,0.1111111111111111,9,3,1.5,494.4248122623574
DIMASALANG,MASBATE,5,2501.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,5,1.0,0.0
DIMATALING,ZAMBOANGA DEL SUR,9,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,9,1.0,0.0
DIMIAO,BOHOL,7,16613.0,0.0,0.0,0.0,1060000.0,1.0,0.0,0.0,0.0,0.0,1,7,1.0,246.33976295607715
DINAGAT,DINAGAT ISLANDS,13,11558.0,0.0,0.0,0.0,15551862.21,0.0,0.25,0.0,0.0,0.0,4,13,1.3333333333333333,4321.162047791054
DINALUNGAN,AURORA,3,14234.0,0.0,0.0,0.0,1574417.6,0.1,0.0,0.0,0.0,0.0,10,3,2.0,356.92985717524374
DINALUPIHAN,BATAAN,3,466130.0,0.0,0.0,0.0,1822407.05,0.125,0.0,0.125,0.0,0.0,8,3,1.3333333333333333,16.58392073892074
DINAPIGUE,ISABELA,2,2040.0,0.0,0.0,0.0,19968.0,0.25,0.0,0.0,0.0,0.0,4,2,0.8,27.656509695290858
DINAS,ZAMBOANGA DEL SUR,9,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,9,1.0,0.0
DINGALAN,AURORA,3,58745.0,0.0,24.0,0.0,25254098.869999997,0.2727272727272727,0.09090909090909091,0.0,0.0,0.0,11,3,1.8333333333333333,1327.416497766097
DINGLE,ILOILO,6,34149.0,0.0,0.0,0.0,2338965.84,0.5,0.16666666666666666,0.0,0.0,0.0,6,6,1.0,330.4557558632382
DINGRAS,ILOCOS NORTE,1,48460.0,0.0,2.0,0.0,161884.0,0.14285714285714285,0.0,0.14285714285714285,0.14285714285714285,0.0,7,1,1.4,16.605190275925736
DIPACULAO,AURORA,3,53300.0,3.0,0.0,0.0,1466660.15,0.1,0.0,0.1,0.0,0.0,10,3,2.0,103.7976043878273
DIPOLOG,ZAMBOANGA DEL NORTE,9,10335.0,0.0,0.0,0.0,1393810.0,0.5,0.0,0.0,0.0,0.0,4,9,0.8,673.9893617021277
DITSAAN RAMAIN,LANAO DEL SUR,Barmm,21785.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,Barmm,0.6,0.0
DIVILACAN,ISABELA,2,11560.0,0.0,0.0,0.0,228244.2,0.1,0.0,0.0,0.0,0.0,10,2,2.5,76.00539460539461
DOLORES,ABRA,Car,27864.0,0.0,0.0,0.0,956651.64,0.6666666666666666,0.5,0.3333333333333333,0.16666666666666666,0.16666666666666666,6,Car,1.2,110.63393546894876
DOLORES,EASTERN SAMAR,8,92758.0,0.0,20.0,0.0,4757379.18,0.42857142857142855,0.14285714285714285,0.0,0.0,0.0,7,8,1.4,206.52829086173213
DOLORES,QUEZON,4A,10968.0,1.0,0.0,0.0,435000.0,0.0,0.14285714285714285,0.0,0.0,0.0,7,4A,1.1666666666666667,163.41096919609316
DON MARCELINO,DAVAO OCCIDENTAL,11,4685.0,0.0,0.0,0.0,548038.8,0.0,0.0,0.0,0.0,0.0,1,11,1.0,584.2631130063967
DON SALVADOR BENEDICTO,NEGROS OCCIDENTAL,6,66270.0,0.0,0.0,0.0,2790802.5,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,3,6,1.5,170.12938917337235
DON VICTORIANO CHIONGBIAN,MISAMIS OCCIDENTAL,10,137.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,10,1.0,0.0
DONSOL,SORSOGON,5,102772.0,0.0,0.0,0.0,3787143.5,0.3,0.0,0.0,0.0,0.0,10,5,1.6666666666666667,159.38485333108875
DOÑA REMEDIOS TRINIDAD,BULACAN,3,3777.0,0.0,0.0,0.0,141999.0,0.0,0.0,0.0,0.0,0.0,5,3,1.6666666666666667,125.33009708737865
DUERO,BOHOL,7,16200.0,1.0,0.0,0.0,2274760.0,1.0,0.0,0.0,0.0,0.0,1,7,1.0,421.173856693205
DUEÑAS,ILOILO,6,8471.0,0.0,0.0,0.0,344472.0,0.5,0.0,0.0,0.0,0.0,4,6,0.8,202.86925795053003
DULAG,LEYTE,8,43539.0,0.0,10.0,0.0,605244.85,0.25,0.0,0.25,0.25,0.0,4,8,2.0,51.96572937237057
DUMAGUETE CITY,NEGROS ORIENTAL,7,1921.0,1.0,0.0,0.0,33060.0,1.0,0.0,0.0,0.0,0.0,2,7,1.0,75.47945205479452
DUMALAG,CAPIZ,6,16277.0,0.0,0.0,0.0,2823356.0,0.4,0.4,0.0,0.0,0.0,5,6,1.0,582.4955642665566
DUMALNEG,ILOCOS NORTE,1,10975.0,0.0,0.0,0.0,1177179.1600000001,0.5,0.0,0.0,0.0,0.0,4,1,1.0,430.727830223198
DUMANGAS,ILOILO,6,89010.0,0.0,0.0,0.0,6630963.92,0.5,0.25,0.125,0.125,0.0,8,6,1.3333333333333333,294.4608517252098
DUMANJUG,CEBU,7,52980.0,0.0,0.0,1.0,3927750.0,0.6666666666666666,0.0,0.0,0.0,0.0,3,7,1.5,223.1295801851957
DUMARAN,PALAWAN,4B,25315.0,0.0,0.0,0.0,25257781.5,0.5,0.25,0.0,0.25,0.0,4,4B,0.6666666666666666,3085.862125839951
DUMARAO,CAPIZ,6,158724.0,0.0,0.0,0.0,11826563.0,0.6,0.6,0.2,0.2,0.2,5,6,1.0,268.2307727200562
DUMINGAG,ZAMBOANGA DEL SUR,9,1442.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,9,1.0,0.0
DUPAX DEL NORTE,NUEVA VIZCAYA,2,2959.0,0.0,0.0,0.0,366074.0,0.5,0.0,0.0,0.0,0.0,6,2,1.2,427.15752625437574
DUPAX DEL SUR,NUEVA VIZCAYA,2,3594.0,0.0,0.0,0.0,350286.0,0.3333333333333333,0.0,0.0,0.0,0.0,3,2,1.0,379.9197396963124
ECHAGUE,ISABELA,2,62382.0,0.0,0.0,0.0,13094100.0,0.5,0.0,0.0,0.0,0.0,4,2,1.3333333333333333,1405.2479072762396
EL NIDO,PALAWAN,4B,7109.0,1.0,0.0,0.0,662324.04,0.42857142857142855,0.0,0.0,0.0,0.0,7,4B,1.1666666666666667,346.2227077888134
EL SALVADOR,MISAMIS ORIENTAL,10,1404.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,10,1.0,0.0
ENRILE,CAGAYAN,2,21595.0,0.0,1.0,0.0,3531588.73,0.5,0.0,0.0,0.0,0.25,4,2,1.3333333333333333,315.06724328664467
ENRIQUE B MAGALONA,NEGROS OCCIDENTAL,6,100399.0,0.0,0.0,0.0,5803950.0,0.16666666666666666,0.3333333333333333,0.0,0.0,0.0,6,6,1.2,207.75136915202063
ENRIQUE VILLANUEVA,SIQUIJOR,7,661.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,7,1.0,0.0
ESCALANTE CITY,NEGROS OCCIDENTAL,6,24134.0,0.0,0.0,0.0,754590.0,0.2,0.0,0.0,0.0,0.0,5,6,1.6666666666666667,94.76202436267738
ESPERANZA,AGUSAN DEL SUR,Caraga,12289.0,0.0,0.0,0.0,461500.0,0.0,0.0,0.0,0.0,0.0,1,Caraga,1.0,132.2349570200573
ESPERANZA,MASBATE,5,9645.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,5,1.8,0.0
ESPERANZA,SULTAN KUDARAT,12,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,12,1.0,0.0
ESTANCIA,ILOILO,6,128233.0,0.0,0.0,0.0,4675085.359999999,0.8,0.2,0.0,0.0,0.0,5,6,1.0,140.61675820374768
FAMY,LAGUNA,4A,2121.0,0.0,0.0,0.0,576883.06,0.2222222222222222,0.0,0.0,0.0,0.0,9,4A,1.5,897.1742768273717
FERROL,ROMBLON,4B,1257.0,0.0,0.0,0.0,67632.4,0.1111111111111111,0.0,0.0,0.0,0.0,9,4B,1.8,208.74197530864197
FLORA,APAYAO,Car,32511.0,0.0,0.0,0.0,1194133.3,0.5,0.5,0.125,0.125,0.0,8,Car,1.3333333333333333,144.14936021245776
FLORIDABLANCA,PAMPANGA,3,3191.0,0.0,0.0,0.0,217168.03,0.14285714285714285,0.0,0.0,0.0,0.0,7,3,1.1666666666666667,237.86202628696606
GABALDON,NUEVA ECIJA,3,14451.0,0.0,0.0,0.0,260780.0,0.0,0.0,0.0,0.0,0.0,5,3,1.0,78.19490254872564
GAINZA,CAMARINES SUR,5,17221.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,5,1.4,0.0
GALIMUYOD,ILOCOS SUR,1,3744.0,0.0,0.0,0.0,178100.0,0.0,0.0,0.0,0.0,0.0,5,1,1.0,216.9305724725944
GAMAY,NORTHERN SAMAR,8,25255.0,0.0,8.0,0.0,2831625.0,0.25,0.0,0.0,0.25,0.25,4,8,0.8,275.4767000681
GAMU,ISABELA,2,516.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,0.6666666666666666,0.0
GANDARA,SAMAR,8,6977.0,0.0,0.0,0.0,1021140.0,0.5,0.0,0.0,0.0,0.0,2,8,0.6666666666666666,572.3878923766816
GAPAN CITY,NUEVA ECIJA,3,127468.0,0.0,8.0,0.0,7660100.0,0.0,0.0,0.0,0.0,0.0,5,3,1.0,286.24117185456447
GARCHITORENA,CAMARINES SUR,5,92916.0,0.0,0.0,0.0,3057077.0,0.25,0.0,0.0,0.0,0.0,8,5,1.3333333333333333,114.46296989666018
GARCIA HERNANDEZ,BOHOL,7,21712.0,0.0,0.0,0.0,3180000.0,1.0,0.0,0.0,0.0,0.0,1,7,1.0,461.80656404298577
GASAN,MARINDUQUE,4B,24584.0,1.0,0.0,1.0,2734095.8,0.2222222222222222,0.0,0.1111111111111111,0.2222222222222222,0.1111111111111111,9,4B,1.5,398.8469438366156
GATTARAN,CAGAYAN,2,31754.0,0.0,0.0,0.0,7922218.41,0.6363636363636364,0.09090909090909091,0.0,0.0,0.0,11,2,2.2,843.0582536979888
GENERAL EMILIO AGUINALDO,CAVITE,4A,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,4A,1.0,0.0
GENERAL LUNA,QUEZON,4A,37678.0,0.0,0.0,0.0,1493773.0,0.18181818181818182,0.0,0.0,0.0,0.0,10,4A,1.6666666666666667,144.24227500965623
GENERAL LUNA,SURIGAO DEL NORTE,Caraga,28119.0,7.0,282.0,0.0,31023816.6,0.0,1.0,0.0,0.0,0.0,1,Caraga,1.0,3700.801216748181
GENERAL MACARTHUR,EASTERN SAMAR,8,29538.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,8,1.0,0.0
GENERAL MAMERTO NATIVIDAD,NUEVA ECIJA,3,2891.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3,1.0,0.0
GENERAL MARIANO ALVAREZ,CAVITE,4A,688.0,0.0,0.0,0.0,90934.0,0.16666666666666666,0.0,0.0,0.0,0.0,6,4A,1.0,575.5316455696203
GENERAL NAKAR,QUEZON,4A,2219.0,0.0,0.0,0.0,20493541.0,0.4,0.0,0.2,0.0,0.0,5,4A,1.0,36336.06560283688
GENERAL SALIPADA K PENDATUN,MAGUINDANAO,Barmm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Barmm,1.0,0.0
GENERAL SANTOS,SOUTH COTABATO,12,1171.0,0.0,0.0,0.0,728100.0,1.0,1.0,0.0,0.0,0.0,1,12,1.0,2609.6774193548385
GENERAL TINIO,NUEVA ECIJA,3,24781.0,0.0,8.0,0.0,5682900.0,0.0,0.0,0.0,0.0,0.0,4,3,0.8,913.9433901576069
GENERAL TRIAS CITY,CAVITE,4A,10005.0,2.0,0.0,0.0,10845499.0,0.25,0.25,0.0,0.0,0.0,4,4A,0.6666666666666666,4426.734285714286
GERONA,TARLAC,3,4911.0,0.0,0.0,0.0,19040.0,0.0,0.0,0.0,0.0,0.0,5,3,1.25,15.18341307814992
GETAFE,BOHOL,7,51694.0,3.0,0.0,1.0,4311550.0,0.3333333333333333,0.0,0.0,0.0,0.0,3,7,0.6,313.2710891520744
GIGAQUIT,SURIGAO DEL NORTE,Caraga,23159.0,0.0,0.0,0.0,6426377.6,0.0,0.0,0.0,0.0,0.0,2,Caraga,0.6666666666666666,946.4473637702503
GIGMOTO,CATANDUANES,5,37246.0,3.0,0.0,1.0,3779088.5300000003,0.25,0.0,0.0,0.0,0.0,8,5,1.3333333333333333,384.053712398374
GINATILAN,CEBU,7,7559.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,7,1.0,0.0
GINGOOG CITY,MISAMIS ORIENTAL,10,7832.0,0.0,16.0,0.0,1758321.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,3,10,0.6,636.3811074918567
GINGOOG CITY,MISAMIS ORIENTAL,9,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,9,1.0,0.0
GIPORLOS,EASTERN SAMAR,8,51323.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,8,2.0,0.0
GITAGUM,MISAMIS ORIENTAL,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,10,1.0,0.0
GLAN,SARANGANI,12,18030.0,0.0,0.0,0.0,559500.0,0.25,0.25,0.0,0.0,0.0,4,12,1.0,136.63003663003664
GLORIA,ORIENTAL MINDORO,4B,25410.0,0.0,1.0,0.0,483364.04,0.6,0.0,0.0,0.0,0.2,5,4B,0.8333333333333334,90.97760963674007
GOA,CAMARINES SUR,5,27337.0,0.0,0.0,0.0,1896276.0,0.1,0.0,0.0,0.0,0.0,10,5,2.0,289.64044600580416
GODOD,ZAMBOANGA DEL NORTE,9,25.0,0.0,0.0,0.0,3050.0,1.0,0.0,0.0,0.0,0.0,1,9,1.0,508.3333333333333
GONZAGA,CAGAYAN,2,49482.0,0.0,0.0,0.0,12324225.79,0.5833333333333334,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.25,12,2,2.4,836.4480650196823
GOVERNOR GENEROSO,DAVAO OCCIDENTAL,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,11,1.0,0.0
GOVERNOR GENEROSO,DAVAO ORIENTAL,11,193.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,11,1.0,0.0
GREGORIO DEL PILAR,ILOCOS SUR,1,337.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1,0.75,0.0
GUAGUA,PAMPANGA,3,213862.0,0.0,0.0,0.0,1179500.0,0.16666666666666666,0.0,0.0,0.0,0.0,6,3,1.0,18.18195831791836
GUBAT,SORSOGON,5,30361.0,0.0,0.0,0.0,1624120.0,0.14285714285714285,0.0,0.0,0.0,0.0,7,5,1.1666666666666667,179.7189332743167
GUIGUINTO,BULACAN,3,278155.0,0.0,0.0,0.0,4037393.0,0.14285714285714285,0.0,0.0,0.0,0.0,7,3,1.1666666666666667,47.54236829090224
GUIHULNGAN CITY,NEGROS ORIENTAL,7,41861.0,3.0,0.0,3.0,4423230.0,1.0,0.0,0.0,0.0,0.0,2,7,1.0,318.8602941176471
GUIMBA,NUEVA ECIJA,3,21788.0,0.0,0.0,0.0,821333.92,0.16666666666666666,0.0,0.0,0.0,0.0,6,3,1.5,126.51477510782502
GUIMBAL,ILOILO,6,15445.0,0.0,0.0,0.0,2281450.3200000003,0.5555555555555556,0.3333333333333333,0.0,0.1111111111111111,0.0,9,6,1.5,592.2768224299066
GUINAYANGAN,QUEZON,4A,14964.0,1.0,0.0,0.0,1979000.0,0.14285714285714285,0.14285714285714285,0.0,0.0,0.0,7,4A,1.1666666666666667,497.1112785732228
GUINDULMAN,BOHOL,7,37023.0,1.0,0.0,0.0,3601980.0,1.0,0.0,0.0,0.0,0.0,1,7,1.0,363.76287618662894
GUINDULUNGAN,MAGUINDANAO,Barmm,37610.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,5,Barmm,1.25,0.0
GUINOBATAN,ALBAY,5,78892.0,0.0,0.0,0.0,9104021.25,0.18181818181818182,0.0,0.0,0.0,0.0,11,5,1.8333333333333333,366.78704524394664
GUINSILIBAN,CAMIGUIN,10,2147.0,0.0,0.0,0.0,340145.16,0.3333333333333333,0.0,0.0,0.0,0.0,3,10,0.6,584.441855670103
GUIUAN,EASTERN SAMAR,8,77914.0,0.0,0.0,0.0,4239360.0,0.2,0.0,0.0,0.0,0.0,5,8,1.25,203.1025727015762
GUMACA,QUEZON,4A,42458.0,0.0,0.0,0.0,7396939.0,0.16666666666666666,0.08333333333333333,0.0,0.0,0.0,11,4A,2.2,582.4361417322834
GUTALAC,ZAMBOANGA DEL NORTE,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,9,1.0,0.0
HADJI MOHAMMAD AJUL,BASILAN,Barmm,3664.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,Barmm,1.0,0.0
HADJI MUHTAMAD,BASILAN,Barmm,374.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Barmm,1.0,0.0
HAGONOY,BULACAN,3,584657.0,0.0,0.0,0.0,13886919.0,0.2857142857142857,0.0,0.0,0.0,0.0,7,3,1.75,77.92009314330603
HAMTIC,ANTIQUE,6,46774.0,1.0,0.0,0.0,8428210.0,0.3333333333333333,0.5833333333333334,0.08333333333333333,0.08333333333333333,0.0,12,6,2.0,655.4327708219923
HERMOSA,BATAAN,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,1.0,0.0
HERMOSA,BATAAN,3,142426.0,0.0,0.0,0.0,4289750.0,0.125,0.0,0.0,0.0,0.0,8,3,1.3333333333333333,96.75982316055398
HERNANI,EASTERN SAMAR,8,30056.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,8,1.6666666666666667,0.0
HILONGOS,LEYTE,8,160871.0,0.0,0.0,0.0,8755907.5,0.6666666666666666,0.3333333333333333,0.6666666666666666,1.0,0.3333333333333333,3,8,1.5,174.66750782979912
HIMAMAYLAN,NEGROS OCCIDENTAL,6,156725.0,0.0,0.0,0.0,8205729.8,0.42857142857142855,0.2857142857142857,0.0,0.0,0.0,7,6,1.4,172.916021494047
HINABANGAN,SAMAR,8,79.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,8,1.0,0.0
HINATUAN,SURIGAO DEL SUR,Caraga,80006.0,0.0,0.0,0.0,3933833.0,0.5,0.0,0.0,0.0,0.0,2,Caraga,0.6666666666666666,175.60970492388734
HINDANG,LEYTE,8,44493.0,0.0,0.0,0.0,2162283.51,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,3,8,1.5,160.66900802496656
HINGYON,IFUGAO,Car,146.0,0.0,0.0,0.0,155282.85,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0,0.0,3,Car,1.0,2929.865094339623
HINIGARAN,NEGROS OCCIDENTAL,6,150032.0,0.0,0.0,0.0,7614119.62,0.5,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.16666666666666666,6,6,1.2,192.63572382735416
