typhoon_name,year,region,province,city_municipality,families,person,brgy,dead,injured_ill,missing,totally,partially,total,cost,has_food,has_cash,has_hygiene_health,has_sleeping_essentials,has_shelter_support,aid_diversity
AGATON,2022,8,LEYTE,ABUYOG,18957.0,68354.0,63.0,55.0,0.0,0.0,142.0,326.0,468.0,13172269.32,1,0,1,1,0,4
AGATON,2022,6,ILOILO,AJUY,17414.0,61983.0,34.0,1.0,0.0,0.0,236.0,856.0,1092.0,2948690.0,1,1,1,1,0,4
AGATON,2022,8,LEYTE,ALANGALANG,1323.0,5444.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,46740.0,1,0,0,0,0,1
AGATON,2022,8,LEYTE,ALBUERA,203.0,1008.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,0,0,0,0,0,0
AGATON,2022,6,ILOILO,ALIMODIAN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
AGATON,2022,8,BILIRAN,ALMERIA,125.0,488.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
AGATON,2022,6,AKLAN,ALTAVAS,995.0,3833.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,27986.0,0,1,0,0,0,1
AGATON,2022,Barmm,MAGUINDANAO,AMPATUAN,2439.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,1
AGATON,2022,6,ILOILO,ANILAO,8358.0,33008.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
AGATON,2022,6,ANTIQUE,ANINI Y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
AGATON,2022,8,EASTERN SAMAR,ARTECHE,1193.0,4900.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,745625.0,1,0,0,0,0,1
AGATON,2022,7,CEBU,ASTURIAS,258.0,1055.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
AGATON,2022,11,DAVAO DEL NORTE,ASUNCION,9110.0,21761.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,4227099.5,1,0,0,0,0,1
AGATON,2022,8,LEYTE,BABATNGON,329.0,329.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
AGATON,2022,6,NEGROS OCCIDENTAL,BACOLOD CITY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
AGATON,2022,6,ILOILO,BADIANGAN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
AGATON,2022,11,DAVAO ORIENTAL,BAGANGA,27.0,119.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
AGATON,2022,6,NEGROS OCCIDENTAL,BAGO CITY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
AGATON,2022,7,CEBU,BALAMBAN,42.0,192.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
AGATON,2022,8,EASTERN SAMAR,BALANGIGA,4336.0,21680.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
AGATON,2022,6,ILOILO,BALASAN,11020.0,38497.0,23.0,0.0,0.0,0.0,1.0,0.0,1.0,1486000.0,1,0,0,0,0,1
AGATON,2022,6,AKLAN,BALETE,235.0,656.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
AGATON,2022,6,ILOILO,BANATE,10406.0,38222.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,2451182.0,1,1,0,0,1,3
AGATON,2022,6,AKLAN,BANGAR,748.0,2853.0,19.0,0.0,0.0,0.0,1.0,2.0,3.0,0.0,0,0,0,0,0,0
AGATON,2022,7,CEBU,BANTAYAN,288.0,1080.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
AGATON,2022,6,ANTIQUE,BARBAZA,5.0,29.0,3.0,0.0,0.0,0.0,0.0,2.0,2.0,150.0,0,1,0,0,0,1
AGATON,2022,Caraga,SURIGAO DEL SUR,BAROBO,53.0,265.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
AGATON,2022,6,ILOILO,BAROTAC NUEVO,5307.0,23937.0,25.0,0.0,0.0,0.0,61.0,5246.0,5307.0,987000.0,1,0,0,0,0,1
AGATON,2022,6,ILOILO,BAROTAC VIEJO,9859.0,35092.0,26.0,0.0,0.0,0.0,11.0,151.0,162.0,769990.0,1,0,0,0,0,1
AGATON,2022,8,LEYTE,BARUGO,372.0,1860.0,9.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0,0,0,0,0,0
AGATON,2022,13,DINAGAT ISLANDS,BASILISA,68.0,243.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
AGATON,2022,6,ILOILO,BATAD,6927.0,24738.0,10.0,0.0,0.0,0.0,1.0,5.0,6.0,486000.0,1,0,0,0,0,1
AGATON,2022,6,AKLAN,BATAN,253.0,935.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
AGATON,2022,8,LEYTE,BATO,2331.0,11655.0,18.0,0.0,0.0,0.0,0.0,9.0,9.0,0.0,0,0,0,0,0,0
AGATON,2022,8,LEYTE,BAYBAY,4184.0,20917.0,48.0,95.0,0.0,1.0,190.0,14.0,204.0,4035845.0,1,1,1,1,1,6
AGATON,2022,6,ANTIQUE,BELISON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
AGATON,2022,6,NEGROS OCCIDENTAL,BINALBAGAN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
AGATON,2022,6,ILOILO,BINGAWAN,4501.0,17494.0,14.0,0.0,0.0,0.0,2.0,11.0,13.0,1000000.0,1,0,0,0,0,1
AGATON,2022,8,SOUTHERN LEYTE,BONTOC,397.0,1985.0,9.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,0,0,0,0,0,0
AGATON,2022,6,GUIMARAS,BUENAVISTA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
AGATON,2022,6,ANTIQUE,BUGASONG,40.0,121.0,8.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0,0,0,0,0,0
AGATON,2022,Caraga,AGUSAN DEL SUR,BUNAWAN,1539.0,5367.0,9.0,0.0,0.0,0.0,1.0,1.0,2.0,1202747.0,0,0,0,0,0,1
AGATON,2022,6,AKLAN,BURUANGA,920.0,3777.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
AGATON,2022,10,BUKIDNON,CABANGLASAN,73.0,365.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
AGATON,2022,6,ILOILO,CABATUAN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
AGATON,2022,8,BILIRAN,CABUCGAYAN,102.0,392.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
AGATON,2022,6,NEGROS OCCIDENTAL,CADIZ CITY,1857.0,6200.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,402408.0,1,0,0,0,0,1
AGATON,2022,10,MISAMIS ORIENTAL,CAGAYAN DE ORO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0,0,0,0,0,0
AGATON,2022,8,BILIRAN,CAIBIRAN,6513.0,24167.0,17.0,0.0,0.0,0.0,4.0,19.0,23.0,0.0,0,0,0,0,0,0
AGATON,2022,10,MISAMIS OCCIDENTAL,CALAMBA,6.0,30.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
AGATON,2022,6,NEGROS OCCIDENTAL,CALATRAVA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
AGATON,2022,6,ILOILO,CALINOG,15.0,75.0,5.0,0.0,0.0,0.0,2.0,13.0,15.0,0.0,0,0,0,0,0,0
AGATON,2022,6,ANTIQUE,CALUYA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
AGATON,2022,8,EASTERN SAMAR,CAN AVID,120.0,600.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
AGATON,2022,6,NEGROS OCCIDENTAL,CANDON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
AGATON,2022,8,LEYTE,CAPOOCAN,6726.0,24719.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
AGATON,2022,11,DAVAO ORIENTAL,CARAGA,675.0,2089.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
AGATON,2022,8,LEYTE,CARIGARA,106.0,399.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
AGATON,2022,6,ILOILO,CARLES,20648.0,78182.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,1062500.0,1,0,0,0,0,1
AGATON,2022,11,DAVAO DEL NORTE,CARMEN,1652.0,7268.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
AGATON,2022,7,CEBU,CARMEN,11.0,51.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
AGATON,2022,8,SAMAR,CATBALOGAN,4.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
AGATON,2022,11,DAVAO ORIENTAL,CATEEL,16261.0,69039.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
AGATON,2022,7,CEBU,CATMON,144.0,603.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
AGATON,2022,6,NEGROS OCCIDENTAL,CAUAYAN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
AGATON,2022,7,CEBU,CEBU CITY,65.0,244.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
AGATON,2022,11,DAVAO DE ORO,COMPOSTELA,1552.0,6145.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
AGATON,2022,6,ILOILO,CONCEPCION,2018.0,6671.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,801936.0,1,1,0,0,0,2
AGATON,2022,6,CAPIZ,CUARTERO,7259.0,28495.0,23.0,0.0,0.0,0.0,23.0,141.0,164.0,2481550.0,1,1,1,0,0,3
AGATON,2022,8,BILIRAN,CULABA,916.0,3601.0,10.0,0.0,0.0,0.0,3.0,103.0,106.0,250000.0,1,0,0,0,0,1
AGATON,2022,6,ANTIQUE,CULASI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
AGATON,2022,7,CEBU,DAANBANTAYAN,80.0,454.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
AGATON,2022,7,CEBU,DANAO CITY,29.0,109.0,2.0,0.0,0.0,0.0,4.0,124.0,128.0,0.0,0,0,0,0,0,0
AGATON,2022,6,CAPIZ,DAO,11096.0,39182.0,20.0,0.0,0.0,0.0,41.0,414.0,455.0,2115932.0,1,0,1,1,1,5
AGATON,2022,Barmm,MAGUINDANAO,DATU ABDULLAH SANGKI,245.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
AGATON,2022,Barmm,MAGUINDANAO,DATU MONTAWAL,2410.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
AGATON,2022,Barmm,MAGUINDANAO,DATU PIANG,7452.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
AGATON,2022,Barmm,MAGUINDANAO,DATU SALIBO,2690.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
AGATON,2022,Barmm,MAGUINDANAO,DATU SAUDI AMPATUAN,3282.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
AGATON,2022,6,ILOILO,DINGLE,2375.0,11745.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,486000.0,1,0,0,0,0,1
AGATON,2022,8,EASTERN SAMAR,DOLORES,5918.0,24699.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
AGATON,2022,6,NEGROS OCCIDENTAL,DON SALVADOR BENEDICTO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
AGATON,2022,6,ILOILO,DUEÑAS,963.0,4810.0,17.0,0.0,0.0,0.0,1.0,3.0,4.0,250500.0,1,0,0,0,0,1
AGATON,2022,8,LEYTE,DULAG,404.0,1616.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
AGATON,2022,6,CAPIZ,DUMALAG,1843.0,6221.0,13.0,0.0,0.0,0.0,1.0,71.0,72.0,1062500.0,1,0,0,0,0,1
AGATON,2022,6,ILOILO,DUMANGAS,9076.0,34247.0,35.0,0.0,0.0,0.0,14.0,78.0,92.0,739500.0,1,0,0,0,0,1
AGATON,2022,6,CAPIZ,DUMARAO,15090.0,53305.0,33.0,0.0,0.0,0.0,395.0,705.0,1100.0,5659425.0,1,1,1,1,1,6
AGATON,2022,6,NEGROS OCCIDENTAL,ENRIQUE B MAGALONA,10106.0,35930.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,4119150.0,0,1,0,0,0,1
AGATON,2022,6,NEGROS OCCIDENTAL,ESCALANTE CITY,124.0,392.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
AGATON,2022,12,SULTAN KUDARAT,ESPERANZA,3.0,16.0,1.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0,0,0,0,0,0
AGATON,2022,6,ILOILO,ESTANCIA,5524.0,22860.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,541482.0,1,0,0,0,0,2
AGATON,2022,Barmm,MAGUINDANAO,GENERAL SALIPADA K PENDATUN,2429.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
AGATON,2022,8,EASTERN SAMAR,GIPORLOS,3202.0,16011.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0,0,0,0,0,0
AGATON,2022,12,SARANGANI,GLAN,10.0,45.0,6.0,0.0,0.0,0.0,1.0,9.0,10.0,0.0,0,0,0,0,0,0
AGATON,2022,11,DAVAO ORIENTAL,GOVERNOR GENEROSO,25.0,129.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
AGATON,2022,6,ILOILO,GUIMBAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
AGATON,2022,Barmm,MAGUINDANAO,GUINDULUNGAN,675.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
AGATON,2022,8,EASTERN SAMAR,GUIUAN,11810.0,47747.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,4239360.0,1,0,0,0,0,1
AGATON,2022,6,ANTIQUE,HAMTIC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
AGATON,2022,8,EASTERN SAMAR,HERNANI,2782.0,9404.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
AGATON,2022,8,LEYTE,HILONGOS,11862.0,37907.0,51.0,0.0,0.0,0.0,19.0,156.0,175.0,0.0,0,0,0,1,0,1
AGATON,2022,6,NEGROS OCCIDENTAL,HIMAMAYLAN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
AGATON,2022,8,LEYTE,HINDANG,6075.0,20681.0,20.0,0.0,0.0,0.0,6.0,0.0,6.0,0.0,0,0,0,0,0,0
AGATON,2022,6,NEGROS OCCIDENTAL,HINIGARAN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
AGATON,2022,6,NEGROS OCCIDENTAL,HINOBA AN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
AGATON,2022,8,SOUTHERN LEYTE,HINUNANGAN,67.0,385.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
AGATON,2022,6,AKLAN,IBAJAY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
AGATON,2022,6,ILOILO,IGBARAS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
AGATON,2022,6,NEGROS OCCIDENTAL,ILOG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
AGATON,2022,6,ILOILO,ILOILO CITY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
AGATON,2022,8,LEYTE,INOPACAN,6812.0,22301.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,2022385.0,1,0,0,0,0,1
AGATON,2022,6,NEGROS OCCIDENTAL,ISABELA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
AGATON,2022,8,LEYTE,ISABELA,450.0,1650.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
AGATON,2022,6,CAPIZ,IVISAN,6000.0,18505.0,15.0,0.0,0.0,0.0,2.0,2.0,4.0,720500.0,1,0,0,0,1,2
AGATON,2022,6,CAPIZ,JAMINDAN,500.0,1632.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
AGATON,2022,6,ILOILO,JANIUAY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
AGATON,2022,8,LEYTE,JARO,64.0,256.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
AGATON,2022,10,MISAMIS ORIENTAL,JASAAN,155.0,630.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
AGATON,2022,8,LEYTE,JAVIER,2928.0,10502.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,902166.0,1,0,0,0,0,1
AGATON,2022,8,EASTERN SAMAR,JIPAPAD,2806.0,9913.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,1800000.0,1,0,0,0,0,1
AGATON,2022,6,GUIMARAS,JORDAN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
AGATON,2022,5,SORSOGON,JUBAN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
AGATON,2022,12,COTABATO,KABACAN,1795.0,7053.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
AGATON,2022,6,NEGROS OCCIDENTAL,KABANKALAN CITY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
AGATON,2022,Barmm,MAGUINDANAO,KABUNTALAN,3055.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
AGATON,2022,6,AKLAN,KALIBO,3646.0,15729.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
AGATON,2022,11,DAVAO DEL NORTE,KAPALONG,595.0,1666.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
AGATON,2022,8,BILIRAN,KAWAYAN,425.0,1489.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
AGATON,2022,12,SARANGANI,KIAMBA,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,4.0,0.0,0,0,0,0,0,0
AGATON,2022,10,BUKIDNON,KITAOTAO,30.0,93.0,1.0,0.0,2.0,0.0,2.0,28.0,30.0,0.0,0,0,0,0,0,0
AGATON,2022,6,NEGROS OCCIDENTAL,LA CARLOTA CITY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
AGATON,2022,6,NEGROS OCCIDENTAL,LA CASTELLANA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
AGATON,2022,7,NEGROS ORIENTAL,LA LIBERTAD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0,0,0,0,0,0
AGATON,2022,6,ILOILO,LAMBUNAO,177.0,740.0,14.0,0.0,0.0,0.0,0.0,177.0,177.0,207267.0,1,1,0,0,0,2
AGATON,2022,7,CEBU,LAPU LAPU CITY,12.0,61.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
AGATON,2022,6,ANTIQUE,LAUA AN,22.0,105.0,9.0,0.0,0.0,0.0,0.0,2.0,2.0,11880.0,0,1,0,0,0,1
AGATON,2022,8,EASTERN SAMAR,LAWAAN,3893.0,13744.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
AGATON,2022,12,SULTAN KUDARAT,LEBAK,1168.0,5146.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
AGATON,2022,6,ILOILO,LEGANES,2244.0,7361.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,501000.0,1,0,0,0,0,1
AGATON,2022,5,ALBAY,LEGAZPI CITY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
AGATON,2022,6,ILOILO,LEMERY,9758.0,32357.0,31.0,1.0,0.0,0.0,31.0,413.0,444.0,1230000.0,1,0,0,0,0,1
AGATON,2022,6,ILOILO,LEON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
AGATON,2022,6,AKLAN,LEZO,194.0,740.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
AGATON,2022,6,AKLAN,LIBACAO,10.0,34.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
AGATON,2022,8,SOUTHERN LEYTE,LIBAGON,157.0,577.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
AGATON,2022,6,ANTIQUE,LIBERTAD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
AGATON,2022,13,DINAGAT ISLANDS,LIBJO,220.0,386.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
AGATON,2022,8,NORTHERN SAMAR,LOPE DE VEGA,4.0,16.0,1.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0,0,0,0,0,0
AGATON,2022,13,DINAGAT ISLANDS,LORETO,159.0,478.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
AGATON,2022,Caraga,AGUSAN DEL SUR,LORETO,177.0,679.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
AGATON,2022,6,CAPIZ,MA AYON,11252.0,45891.0,32.0,2.0,0.0,0.0,61.0,566.0,627.0,3250800.0,1,1,0,0,0,2
AGATON,2022,12,SARANGANI,MAASIM,27.0,113.0,5.0,0.0,4.0,0.0,3.0,24.0,27.0,0.0,0,0,0,0,0,0
AGATON,2022,6,ILOILO,MAASIN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
AGATON,2022,8,LEYTE,MACARTHUR,456.0,730.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
AGATON,2022,6,AKLAN,MADALAG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
AGATON,2022,7,CEBU,MADRIDEJOS,61.0,272.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
AGATON,2022,8,LEYTE,MAHAPLAG,7995.0,39975.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,3274809.0,1,0,0,0,0,1
AGATON,2022,6,AKLAN,MAKATO,1090.0,3897.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
AGATON,2022,12,SARANGANI,MALAPATAN,15.0,61.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
AGATON,2022,6,AKLAN,MALAY,19.0,70.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,4399.0,0,1,0,0,0,1
AGATON,2022,Caraga,SURIGAO DEL NORTE,MALIMONO,7.0,22.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
AGATON,2022,6,AKLAN,MALINAO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
AGATON,2022,Barmm,MAGUINDANAO,MAMASAPANO,1585.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
AGATON,2022,6,CAPIZ,MAMBUSAO,12963.0,43564.0,24.0,1.0,0.0,0.0,1.0,6.0,7.0,3465260.0,1,1,0,0,0,2
AGATON,2022,6,NEGROS OCCIDENTAL,MANAPLA,451.0,1084.0,3.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0,0,0,0,0,0
AGATON,2022,7,CEBU,MANDAUE CITY,100.0,457.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
AGATON,2022,8,EASTERN SAMAR,MASLOG,56.0,228.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
AGATON,2022,8,LEYTE,MATAG OB,6.0,35.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
AGATON,2022,8,LEYTE,MATALOM,328.0,1285.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
AGATON,2022,5,SORSOGON,MATNOG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,553038.2,1,0,0,0,0,1
AGATON,2022,11,DAVAO DE ORO,MAWAB,377.0,1161.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
AGATON,2022,8,EASTERN SAMAR,MAYDOLONG,340.0,1700.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
AGATON,2022,7,CEBU,MEDELLIN,504.0,1797.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
AGATON,2022,6,ILOILO,MIAGAO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
